feature,frequency,rank,docfreq,group
sector_job_u.,24,19388,24,all
job_u._increas,24,19389,24,all
u._increas_last,24,19390,24,all
increas_last_month,24,19391,24,all
last_month_accord,24,19392,24,all
month_accord_nation,24,19393,24,all
accord_nation_employ,24,19394,24,all
nation_employ_report,24,19395,24,all
employ_report_calcul,24,19396,24,all
report_calcul_payrol,24,19397,24,all
calcul_payrol_processor,24,19398,24,all
payrol_processor_automat,24,19399,24,all
processor_automat_data,24,19400,24,all
automat_data_process,24,19401,24,all
data_process_inc,24,19402,24,all
process_inc_consult,24,19403,24,all
inc_consult_macroeconom,24,19404,24,all
consult_macroeconom_advis,24,19405,24,all
macroeconom_advis_gain,24,19406,24,all
advis_gain_far,24,19407,24,all
gain_far_less,24,19408,24,all
far_less_economist,24,19409,24,all
less_economist_median,24,19410,24,all
economist_median_expect,24,19411,24,all
median_expect_survey,24,19412,24,all
expect_survey_done,24,19413,24,all
survey_done_dow,24,19414,24,all
done_dow_jone,24,19415,24,all
dow_jone_newswir,24,19416,24,all
jone_newswir_march,24,19417,24,all
newswir_march_data,24,19418,24,all
march_data_revis,24,19419,24,all
state_board_approv,24,19420,24,all
board_approv_million,24,19421,24,all
approv_million_job,24,19422,24,all
million_job_creation,24,19423,24,all
job_creation_tax,24,19424,24,all
creation_tax_credit,24,19425,24,all
tax_credit_compani,24,19426,24,all
credit_compani_monday,24,19427,24,all
compani_monday_dollar,24,19428,24,all
monday_dollar_figur,24,19429,24,all
dollar_figur_base,24,19430,24,all
figur_base_amtrust,24,19431,24,all
base_amtrust_creat,24,19432,24,all
amtrust_creat_million,24,19433,24,all
creat_million_payrol,24,19434,24,all
million_payrol_generat,24,19435,24,all
payrol_generat_job,24,19436,24,all
generat_job_keep,24,19437,24,all
job_keep_posit,24,19438,24,all
keep_posit_compani,24,19439,24,all
posit_compani_also,24,19440,24,all
compani_also_receiv,24,19441,24,all
also_receiv_million,24,19442,24,all
receiv_million_state,24,19443,24,all
million_state_loan,24,19444,24,all
parent_tri_keep,24,19445,24,all
tri_keep_jess,24,19446,24,all
keep_jess_three,24,19447,24,all
jess_three_children,24,19448,24,all
three_children_spotlight,24,19449,24,all
children_spotlight_parent,24,19450,24,all
spotlight_parent_declin,24,19451,24,all
parent_declin_comment,24,19452,24,all
declin_comment_want,24,19453,24,all
comment_want_keep,24,19454,24,all
want_keep_focus,24,19455,24,all
keep_focus_son,24,19456,24,all
america_built_entrepreneur,24,19457,24,all
built_entrepreneur_liter,24,19458,24,all
entrepreneur_liter_mean,24,19459,24,all
liter_mean_old,24,19460,24,all
mean_old_build,24,19461,24,all
old_build_built,24,19462,24,all
build_built_businessmen,24,19463,24,all
built_businessmen_saw,24,19464,24,all
businessmen_saw_need,24,19465,24,all
saw_need_hey,24,19466,24,all
need_hey_area,24,19467,24,all
hey_area_use,24,19468,24,all
area_use_depart,24,19469,24,all
use_depart_store,24,19470,24,all
depart_store_think,24,19471,24,all
store_think_build,24,19472,24,all
think_build_one,24,19473,24,all
build_one_area,24,19474,24,all
one_area_support,24,19475,24,all
area_support_offic,24,19476,24,all
support_offic_build,24,19477,24,all
offic_build_build,24,19478,24,all
build_build_one,24,19479,24,all
writer_goe_state,24,19480,24,all
goe_state_englewood,24,19481,24,all
state_englewood_chicago,24,19482,24,all
englewood_chicago_neighborhood,24,19483,24,all
chicago_neighborhood_wild,24,19484,24,all
neighborhood_wild_west,24,19485,24,all
wild_west_law,24,19486,24,all
west_law_abid,24,19487,24,all
law_abid_citizen,24,19488,24,all
abid_citizen_englewood,24,19489,24,all
citizen_englewood_wild,24,19490,24,all
englewood_wild_west,24,19491,24,all
wild_west_welcom,24,19492,24,all
west_welcom_chang,24,19493,24,all
coach_nate_mcmillan,24,19494,24,all
roberto_told_peopl,24,19495,24,all
told_peopl_chose,24,19496,24,all
peopl_chose_oregon,24,19497,24,all
chose_oregon_state,24,19498,24,all
oregon_state_get,24,19499,24,all
state_get_play,24,19500,24,all
get_play_time,24,19501,24,all
play_time_right,24,19502,24,all
time_right_away,24,19503,24,all
right_away_one,24,19504,24,all
away_one_friend,24,19505,24,all
one_friend_compton,24,19506,24,all
friend_compton_magic,24,19507,24,all
compton_magic_forward,24,19508,24,all
magic_forward_joe,24,19509,24,all
forward_joe_burton,24,19510,24,all
joe_burton_enrol,24,19511,24,all
burton_enrol_also,24,19512,24,all
enrol_also_far,24,19513,24,all
also_far_away,24,19514,24,all
far_away_santa,24,19515,24,all
away_santa_barbara,24,19516,24,all
santa_barbara_far,24,19517,24,all
barbara_far_roberto,24,19518,24,all
far_roberto_say,24,19519,24,all
roberto_say_pick,24,19520,24,all
say_pick_oregon,24,19521,24,all
pick_oregon_state,24,19522,24,all
oregon_state_robinson,24,19523,24,all
state_robinson_found,24,19524,24,all
robinson_found_someon,24,19525,24,all
found_someon_opposit,24,19526,24,all
someon_opposit_father,24,19527,24,all
opposit_father_robinson,24,19528,24,all
father_robinson_play,24,19529,24,all
robinson_play_princeton,24,19530,24,all
play_princeton_profession,24,19531,24,all
princeton_profession_europ,24,19532,24,all
profession_europ_year,24,19533,24,all
europ_year_return,24,19534,24,all
year_return_u.,24,19535,24,all
return_u._got,24,19536,24,all
u._got_mba,24,19537,24,all
got_mba_univers,24,19538,24,all
mba_univers_chicago,24,19539,24,all
univers_chicago_work,24,19540,24,all
chicago_work_wall,24,19541,24,all
work_wall_street,24,19542,24,all
wall_street_migrat,24,19543,24,all
street_migrat_back,24,19544,24,all
migrat_back_basketbal,24,19545,24,all
back_basketbal_life,24,19546,24,all
basketbal_life_proof,24,19547,24,all
life_proof_man,24,19548,24,all
proof_man_can,24,19549,24,all
man_can_defin,24,19550,24,all
can_defin_sport,24,19551,24,all
defin_sport_play,24,19552,24,all
truth_though_reluct,24,19553,24,all
though_reluct_think,24,19554,24,all
reluct_think_great,24,19555,24,all
think_great_time,24,19556,24,all
great_time_visit,24,19557,24,all
time_visit_afghan,24,19558,24,all
visit_afghan_america,24,19559,24,all
afghan_america_sept,24,19560,24,all
america_sept_sort,24,19561,24,all
sept_sort_root,24,19562,24,all
sort_root_countri,24,19563,24,all
root_countri_came,24,19564,24,all
countri_came_found,24,19565,24,all
came_found_american,24,19566,24,all
found_american_desper,24,19567,24,all
american_desper_want,24,19568,24,all
desper_want_troop,24,19569,24,all
want_troop_afghanistan,24,19570,24,all
get_articl_farm,24,19571,24,all
articl_farm_name,24,19572,24,all
farm_name_calv,24,19573,24,all
name_calv_timber,24,19574,24,all
calv_timber_merritt,24,19575,24,all
timber_merritt_thank,24,19576,24,all
sever_st_loui,24,19577,24,all
st_loui_polic,24,19578,24,all
loui_polic_offic,24,19579,24,all
polic_offic_interview,24,19580,24,all
offic_interview_post,24,19581,24,all
interview_post_dispatch,24,19582,24,all
post_dispatch_said,24,19583,24,all
dispatch_said_civil,24,19584,24,all
said_civil_liberti,24,19585,24,all
civil_liberti_violat,24,19586,24,all
liberti_violat_worri,24,19587,24,all
violat_worri_dna,24,19588,24,all
worri_dna_someday,24,19589,24,all
dna_someday_abus,24,19590,24,all
tina_fey_ami,24,19591,24,all
fey_ami_poehler,24,19592,24,all
ami_poehler_two,24,19593,24,all
poehler_two_funniest,24,19594,24,all
two_funniest_well,24,19595,24,all
funniest_well_like,24,19596,24,all
well_like_tv,24,19597,24,all
like_tv_perform,24,19598,24,all
tv_perform_america,24,19599,24,all
perform_america_team,24,19600,24,all
america_team_movi,24,19601,24,all
team_movi_comedi,24,19602,24,all
movi_comedi_made,24,19603,24,all
comedi_made_perfect,24,19604,24,all
made_perfect_sens,24,19605,24,all
perfect_sens_ad,24,19606,24,all
sens_ad_dash,24,19607,24,all
ad_dash_steve,24,19608,24,all
dash_steve_martin,24,19609,24,all
steve_martin_dollop,24,19610,24,all
martin_dollop_greg,24,19611,24,all
dollop_greg_kinnear,24,19612,24,all
greg_kinnear_au,24,19613,24,all
kinnear_au_courant,24,19614,24,all
au_courant_theme,24,19615,24,all
courant_theme_surrog,24,19616,24,all
theme_surrog_mother,24,19617,24,all
surrog_mother_sound,24,19618,24,all
mother_sound_like,24,19619,24,all
sound_like_night,24,19620,24,all
like_night_laugh,24,19621,24,all
rest_massiv_hospit,24,19622,24,all
massiv_hospit_research,24,19623,24,all
hospit_research_medic,24,19624,24,all
research_medic_educ,24,19625,24,all
medic_educ_complex,24,19626,24,all
educ_complex_remain,24,19627,24,all
complex_remain_open,24,19628,24,all
remain_open_includ,24,19629,24,all
open_includ_emerg,24,19630,24,all
includ_emerg_depart,24,19631,24,all
spitzer_busi_year,24,19632,24,all
busi_year_northeast,24,19633,24,all
year_northeast_ohio,24,19634,24,all
northeast_ohio_lose,24,19635,24,all
ohio_lose_five,24,19636,24,all
lose_five_store,24,19637,24,all
five_store_sell,24,19638,24,all
sell_chrysler_dodg,24,19639,24,all
chrysler_dodg_jeep,24,19640,24,all
dodg_jeep_vehicl,24,19641,24,all
jeep_vehicl_cleveland,24,19642,24,all
vehicl_cleveland_akron,24,19643,24,all
cleveland_akron_area,24,19644,24,all
akron_area_plus,24,19645,24,all
area_plus_dealership,24,19646,24,all
plus_dealership_columbus,24,19647,24,all
dealership_columbus_florida,24,19648,24,all
columbus_florida_plan,24,19649,24,all
florida_plan_take,24,19650,24,all
plan_take_effect,24,19651,24,all
take_effect_june,24,19652,24,all
effect_june_spitzer,24,19653,24,all
june_spitzer_closest,24,19654,24,all
spitzer_closest_store,24,19655,24,all
closest_store_sell,24,19656,24,all
sell_chrysler_brand,24,19657,24,all
chrysler_brand_dodg,24,19658,24,all
brand_dodg_store,24,19659,24,all
dodg_store_mansfield,24,19660,24,all
obama_said_june,24,19661,24,all
said_june_news,24,19662,24,all
june_news_confer,24,19663,24,all
news_confer_still,24,19664,24,all
confer_still_occasion,24,19665,24,all
still_occasion_cigarett,24,19666,24,all
occasion_cigarett_first,24,19667,24,all
cigarett_first_public,24,19668,24,all
first_public_acknowledg,24,19669,24,all
public_acknowledg_kick,24,19670,24,all
acknowledg_kick_habit,24,19671,24,all
kick_habit_chew,24,19672,24,all
habit_chew_nicotin,24,19673,24,all
chew_nicotin_gum,24,19674,24,all
nicotin_gum_avoid,24,19675,24,all
gum_avoid_regular,24,19676,24,all
avoid_regular_smoke,24,19677,24,all
regular_smoke_doctor,24,19678,24,all
smoke_doctor_said,24,19679,24,all
doctor_said_continu,24,19680,24,all
doctor_order_unnecessari,24,19681,24,all
order_unnecessari_test,24,19682,24,all
unnecessari_test_medic,24,19683,24,all
test_medic_procedur,24,19684,24,all
medic_procedur_even,24,19685,24,all
procedur_even_hospit,24,19686,24,all
even_hospit_protect,24,19687,24,all
hospit_protect_lawsuit,24,19688,24,all
yet_organ_sound,24,19689,24,all
organ_sound_good,24,19690,24,all
sound_good_donor,24,19691,24,all
good_donor_bad,24,19692,24,all
donor_bad_want,24,19693,24,all
bad_want_part,24,19694,24,all
sale_aol_said,24,19695,24,all
aol_said_still,24,19696,24,all
said_still_hold,24,19697,24,all
still_hold_patent,24,19698,24,all
hold_patent_applic,24,19699,24,all
patent_applic_cover,24,19700,24,all
applic_cover_varieti,24,19701,24,all
cover_varieti_technolog,24,19702,24,all
varieti_technolog_map,24,19703,24,all
technolog_map_multimedia,24,19704,24,all
map_multimedia_secur,24,19705,24,all
multimedia_secur_among,24,19706,24,all
secur_among_other,24,19707,24,all
new_trader_vic,24,19708,24,all
trader_vic_also,24,19709,24,all
vic_also_must,24,19710,24,all
also_must_appeal,24,19711,24,all
must_appeal_rockabilli,24,19712,24,all
appeal_rockabilli_type,24,19713,24,all
rockabilli_type_bushi,24,19714,24,all
type_bushi_sideburn,24,19715,24,all
bushi_sideburn_sailor,24,19716,24,all
sideburn_sailor_tattoo,24,19717,24,all
sailor_tattoo_who'v,24,19718,24,all
tattoo_who'v_taken,24,19719,24,all
who'v_taken_tiki,24,19720,24,all
taken_tiki_cultur,24,19721,24,all
tiki_cultur_obsess,24,19722,24,all
cultur_obsess_authent,24,19723,24,all
obsess_authent_restaur,24,19724,24,all
authent_restaur_laden,24,19725,24,all
restaur_laden_kitschi,24,19726,24,all
laden_kitschi_mask,24,19727,24,all
kitschi_mask_coconut,24,19728,24,all
mask_coconut_turn,24,19729,24,all
coconut_turn_young,24,19730,24,all
turn_young_trendi,24,19731,24,all
young_trendi_resid,24,19732,24,all
trendi_resid_pearl,24,19733,24,all
resid_pearl_district,24,19734,24,all
pearl_district_condo,24,19735,24,all
district_condo_tower,24,19736,24,all
condo_tower_restaur,24,19737,24,all
case_someth_confluenc,24,19738,24,all
someth_confluenc_polit,24,19739,24,all
confluenc_polit_market,24,19740,24,all
polit_market_forc,24,19741,24,all
market_forc_gave,24,19742,24,all
forc_gave_honda,24,19743,24,all
gave_honda_motor,24,19744,24,all
honda_motor_co,24,19745,24,all
motor_co_big,24,19746,24,all
co_big_break,24,19747,24,all
big_break_u.,24,19748,24,all
break_u._70s,24,19749,24,all
u._70s_consum,24,19750,24,all
70s_consum_sudden,24,19751,24,all
consum_sudden_worri,24,19752,24,all
sudden_worri_gas,24,19753,24,all
worri_gas_price,24,19754,24,all
gas_price_snap,24,19755,24,all
price_snap_fuel,24,19756,24,all
snap_fuel_effici,24,19757,24,all
fuel_effici_small,24,19758,24,all
effici_small_car,24,19759,24,all
small_car_like,24,19760,24,all
car_like_civic,24,19761,24,all
like_civic_case,24,19762,24,all
civic_case_hand,24,19763,24,all
case_hand_honda,24,19764,24,all
hand_honda_dealer,24,19765,24,all
honda_dealer_sell,24,19766,24,all
dealer_sell_japanes,24,19767,24,all
sell_japanes_automak,24,19768,24,all
japanes_automak_found,24,19769,24,all
automak_found_success,24,19770,24,all
found_success_offer,24,19771,24,all
success_offer_american,24,19772,24,all
offer_american_afford,24,19773,24,all
american_afford_reliabl,24,19774,24,all
afford_reliabl_gas,24,19775,24,all
reliabl_gas_sipper,24,19776,24,all
gas_sipper_ever,24,19777,24,all
sipper_ever_sinc,24,19778,24,all
struggl_fall_help,24,19779,24,all
fall_help_us,24,19780,24,all
us_get_better,24,19781,24,all
get_better_decker,24,19782,24,all
better_decker_said,24,19783,24,all
decker_said_think,24,19784,24,all
said_think_underscor,24,19785,24,all
think_underscor_fact,24,19786,24,all
underscor_fact_short,24,19787,24,all
fact_short_cut,24,19788,24,all
short_cut_taken,24,19789,24,all
cut_taken_group,24,19790,24,all
taken_group_player,24,19791,24,all
suleman_made_headlin,24,19792,24,all
made_headlin_give,24,19793,24,all
headlin_give_birth,24,19794,24,all
give_birth_octuplet,24,19795,24,all
birth_octuplet_januari,24,19796,24,all
octuplet_januari_mother,24,19797,24,all
januari_mother_six,24,19798,24,all
mother_six_children,24,19799,24,all
six_children_octuplet,24,19800,24,all
children_octuplet_now,24,19801,24,all
octuplet_now_year,24,19802,24,all
year_old_conceiv,24,19803,24,all
old_conceiv_vitro,24,19804,24,all
conceiv_vitro_fertil,24,19805,24,all
lifetim_show_houston,24,19806,24,all
show_houston_famili,24,19807,24,all
houston_famili_chronicl,24,19808,24,all
famili_chronicl_focus,24,19809,24,all
chronicl_focus_pat,24,19810,24,all
focus_pat_houston,24,19811,24,all
pat_houston_sister,24,19812,24,all
houston_sister_law,24,19813,24,all
sister_law_manag,24,19814,24,all
law_manag_late,24,19815,24,all
manag_late_singer,24,19816,24,all
late_singer_pat,24,19817,24,all
singer_pat_houston,24,19818,24,all
pat_houston_also,24,19819,24,all
houston_also_help,24,19820,24,all
also_help_care,24,19821,24,all
help_care_year,24,19822,24,all
year_old_bobbi,24,19823,24,all
old_bobbi_kristina,24,19824,24,all
key_earnhardt_confid,24,19825,24,all
earnhardt_confid_right,24,19826,24,all
confid_right_now,24,19827,24,all
right_now_good,24,19828,24,all
now_good_reason,24,19829,24,all
good_reason_hendrick,24,19830,24,all
reason_hendrick_motorsport,24,19831,24,all
hendrick_motorsport_crew,24,19832,24,all
motorsport_crew_chief,24,19833,24,all
crew_chief_steve,24,19834,24,all
chief_steve_letart,24,19835,24,all
steve_letart_give,24,19836,24,all
letart_give_good,24,19837,24,all
give_good_car,24,19838,24,all
good_car_earnhardt,24,19839,24,all
car_earnhardt_seven,24,19840,24,all
earnhardt_seven_top,24,19841,24,all
seven_top_finish,24,19842,24,all
top_finish_nine,24,19843,24,all
finish_nine_race,24,19844,24,all
nine_race_season,24,19845,24,all
race_season_worst,24,19846,24,all
season_worst_finish,24,19847,24,all
worst_finish_15th,24,19848,24,all
finish_15th_bristol,24,19849,24,all
15th_bristol_got,24,19850,24,all
bristol_got_pair,24,19851,24,all
got_pair_second,24,19852,24,all
pair_second_place,24,19853,24,all
second_place_finish,24,19854,24,all
place_finish_pair,24,19855,24,all
finish_pair_third,24,19856,24,all
pair_third_place,24,19857,24,all
third_place_finish,24,19858,24,all
prosecutor_gave_motiv,24,19859,24,all
gave_motiv_beat,24,19860,24,all
motiv_beat_wit,24,19861,24,all
beat_wit_said,24,19862,24,all
wit_said_champion,24,19863,24,all
said_champion_might,24,19864,24,all
champion_might_target,24,19865,24,all
might_target_oppos,24,19866,24,all
target_oppos_routin,24,19867,24,all
oppos_routin_haze,24,19868,24,all
routin_haze_went,24,19869,24,all
haze_went_march,24,19870,24,all
went_march_band,24,19871,24,all
march_band_gay,24,19872,24,all
band_gay_accord,24,19873,24,all
gay_accord_famili,24,19874,24,all
accord_famili_attorney,24,19875,24,all
long_ago_o'reilli,24,19876,24,all
ago_o'reilli_won,24,19877,24,all
o'reilli_won_think,24,19878,24,all
won_think_funni,24,19879,24,all
think_funni_contest,24,19880,24,all
funni_contest_old,24,19881,24,all
contest_old_bassa,24,19882,24,all
old_bassa_vita,24,19883,24,all
bassa_vita_loung,24,19884,24,all
vita_loung_lakewood,24,19885,24,all
loung_lakewood_excit,24,19886,24,all
lakewood_excit_jump,24,19887,24,all
excit_jump_arm,24,19888,24,all
jump_arm_host,24,19889,24,all
arm_host_night,24,19890,24,all
host_night_dalton,24,19891,24,all
packag_turn_comput,24,19892,24,all
turn_comput_monitor,24,19893,24,all
comput_monitor_ship,24,19894,24,all
monitor_ship_destin,24,19895,24,all
ship_destin_owner,24,19896,24,all
destin_owner_alreadi,24,19897,24,all
owner_alreadi_flight,24,19898,24,all
alreadi_flight_author,24,19899,24,all
flight_author_said,24,19900,24,all
st_loui_ram,24,19901,24,all
schemmel_issu_statement,24,19902,24,all
issu_statement_yesterday,24,19903,24,all
statement_yesterday_sdsu,24,19904,24,all
mendoza_becam_ill,24,19905,24,all
becam_ill_maintain,24,19906,24,all
ill_maintain_shrine,24,19907,24,all
maintain_shrine_six,24,19908,24,all
shrine_six_year,24,19909,24,all
six_year_ago,24,19910,24,all
year_ago_ask,24,19911,24,all
ago_ask_vidal,24,19912,24,all
coughlin_also_express,24,19913,24,all
also_express_support,24,19914,24,all
express_support_good,24,19915,24,all
support_good_steward,24,19916,24,all
good_steward_environ,24,19917,24,all
steward_environ_said,24,19918,24,all
environ_said_think,24,19919,24,all
said_think_wise,24,19920,24,all
think_wise_set,24,19921,24,all
wise_set_system,24,19922,24,all
set_system_environment,24,19923,24,all
system_environment_benchmark,24,19924,24,all
environment_benchmark_penalti,24,19925,24,all
benchmark_penalti_call,24,19926,24,all
penalti_call_fals,24,19927,24,all
call_fals_system,24,19928,24,all
fals_system_reward,24,19929,24,all
system_reward_good,24,19930,24,all
reward_good_behavior,24,19931,24,all
good_behavior_realli,24,19932,24,all
behavior_realli_end,24,19933,24,all
realli_end_day,24,19934,24,all
end_day_money,24,19935,24,all
day_money_make,24,19936,24,all
money_make_scheme,24,19937,24,all
make_scheme_folk,24,19938,24,all
scheme_folk_author,24,19939,24,all
westbound_driver_see,24,19940,24,all
driver_see_sign,24,19941,24,all
see_sign_set,24,19942,24,all
sign_set_mph,24,19943,24,all
set_mph_pace,24,19944,24,all
mph_pace_mile,24,19945,24,all
pace_mile_half,24,19946,24,all
mile_half_madison,24,19947,24,all
half_madison_park,24,19948,24,all
madison_park_hilliard,24,19949,24,all
park_hilliard_road,24,19950,24,all
hilliard_road_accord,24,19951,24,all
road_accord_road,24,19952,24,all
accord_road_rant,24,19953,24,all
road_rant_scout,24,19954,24,all
rant_scout_appreci,24,19955,24,all
loui_counti_polic,24,19956,24,all
seventi_two_percent,24,19957,24,all
two_percent_nation,24,19958,24,all
percent_nation_educ,24,19959,24,all
nation_educ_associ,24,19960,24,all
educ_associ_repres,24,19961,24,all
associ_repres_assembl,24,19962,24,all
repres_assembl_vote,24,19963,24,all
assembl_vote_support,24,19964,24,all
vote_support_obama,24,19965,24,all
support_obama_mark,24,19966,24,all
obama_mark_group,24,19967,24,all
mark_group_earliest,24,19968,24,all
group_earliest_endors,24,19969,24,all
earliest_endors_ever,24,19970,24,all
endors_ever_one,24,19971,24,all
ever_one_come,24,19972,24,all
one_come_republican,24,19973,24,all
come_republican_field,24,19974,24,all
republican_field_narrow,24,19975,24,all
field_narrow_singl,24,19976,24,all
narrow_singl_candid,24,19977,24,all
wednesday_sacramento_state,24,19978,24,all
sacramento_state_pound,24,19979,24,all
state_pound_armond,24,19980,24,all
pound_armond_work,24,19981,24,all
armond_work_nfl,24,19982,24,all
work_nfl_scout,24,19983,24,all
nfl_scout_prepar,24,19984,24,all
scout_prepar_draft,24,19985,24,all
prepar_draft_later,24,19986,24,all
draft_later_month,24,19987,24,all
star_ledger_editor,24,19988,24,all
ledger_editor_kevin,24,19989,24,all
editor_kevin_whitmer,24,19990,24,all
kevin_whitmer_call,24,19991,24,all
whitmer_call_partnership,24,19992,24,all
call_partnership_politifact,24,19993,24,all
partnership_politifact_anoth,24,19994,24,all
politifact_anoth_import,24,19995,24,all
anoth_import_step,24,19996,24,all
import_step_paper,24,19997,24,all
step_paper_commit,24,19998,24,all
paper_commit_serv,24,19999,24,all
commit_serv_reader,24,20000,24,all
serv_reader_print,24,20001,24,all
reader_print_onlin,24,20002,24,all
print_onlin_whitmer,24,20003,24,all
onlin_whitmer_said,24,20004,24,all
whitmer_said_ad,24,20005,24,all
said_ad_pulitz,24,20006,24,all
ad_pulitz_prize,24,20007,24,all
pulitz_prize_win,24,20008,24,all
prize_win_tool,24,20009,24,all
win_tool_like,24,20010,24,all
tool_like_truth,24,20011,24,all
like_truth_o,24,20012,24,all
o_meter_give,24,20013,24,all
meter_give_us,24,20014,24,all
give_us_one,24,20015,24,all
us_one_way,24,20016,24,all
one_way_present,24,20017,24,all
way_present_stori,24,20018,24,all
present_stori_affect,24,20019,24,all
stori_affect_everi,24,20020,24,all
affect_everi_singl,24,20021,24,all
everi_singl_person,24,20022,24,all
singl_person_state,24,20023,24,all
kinkad_die_home,24,20024,24,all
die_home_los,24,20025,24,all
home_los_gato,24,20026,24,all
los_gato_san,24,20027,24,all
gato_san_francisco,24,20028,24,all
san_francisco_bay,24,20029,24,all
francisco_bay_area,24,20030,24,all
bay_area_appear,24,20031,24,all
area_appear_natur,24,20032,24,all
appear_natur_caus,24,20033,24,all
natur_caus_said,24,20034,24,all
caus_said_famili,24,20035,24,all
said_famili_spokesman,24,20036,24,all
famili_spokesman_david,24,20037,24,all
spokesman_david_satterfield,24,20038,24,all
case_reopen_chicago,24,20039,24,all
reopen_chicago_sun,24,20040,24,all
chicago_sun_time,24,20041,24,all
sun_time_file,24,20042,24,all
time_file_request,24,20043,24,all
file_request_illinoi,24,20044,24,all
request_illinoi_freedom,24,20045,24,all
illinoi_freedom_inform,24,20046,24,all
freedom_inform_act,24,20047,24,all
inform_act_obtain,24,20048,24,all
act_obtain_polic,24,20049,24,all
obtain_polic_report,24,20050,24,all
polic_report_death,24,20051,24,all
fec_clear_campaign,24,20052,24,all
clear_campaign_wrongdo,24,20053,24,all
campaign_wrongdo_govern,24,20054,24,all
wrongdo_govern_receiv,24,20055,24,all
govern_receiv_new,24,20056,24,all
receiv_new_inform,24,20057,24,all
new_inform_reopen,24,20058,24,all
inform_reopen_investig,24,20059,24,all
reopen_investig_question,24,20060,24,all
investig_question_stood,24,20061,24,all
question_stood_account,24,20062,24,all
stood_account_encourag,24,20063,24,all
account_encourag_close,24,20064,24,all
encourag_close_friend,24,20065,24,all
close_friend_mislead,24,20066,24,all
friend_mislead_author,24,20067,24,all
mislead_author_today,24,20068,24,all
author_today_take,24,20069,24,all
take_full_respons,24,20070,24,all
full_respons_mistak,24,20071,24,all
respons_mistak_pled,24,20072,24,all
mistak_pled_guilti,24,20073,24,all
pled_guilti_obstruct,24,20074,24,all
guilti_obstruct_justic,24,20075,24,all
high_expect_banana,24,20076,24,all
expect_banana_split,24,20077,24,all
banana_split_dash,24,20078,24,all
split_dash_littl,24,20079,24,all
dash_littl_rectangl,24,20080,24,all
littl_rectangl_puff,24,20081,24,all
rectangl_puff_pastri,24,20082,24,all
puff_pastri_top,24,20083,24,all
pastri_top_paper,24,20084,24,all
top_paper_thin,24,20085,24,all
paper_thin_banana,24,20086,24,all
thin_banana_slice,24,20087,24,all
banana_slice_gritti,24,20088,24,all
slice_gritti_undissolv,24,20089,24,all
gritti_undissolv_sugar,24,20090,24,all
undissolv_sugar_banana,24,20091,24,all
sugar_banana_fruit,24,20092,24,all
banana_fruit_leather,24,20093,24,all
fruit_leather_banana,24,20094,24,all
leather_banana_malt,24,20095,24,all
banana_malt_bomb,24,20096,24,all
malt_bomb_rubberi,24,20097,24,all
bomb_rubberi_shot,24,20098,24,all
rubberi_shot_vanilla,24,20099,24,all
shot_vanilla_malt,24,20100,24,all
vanilla_malt_pleasant,24,20101,24,all
malt_pleasant_complet,24,20102,24,all
pleasant_complet_trilog,24,20103,24,all
one_can_hard,24,20104,24,all
can_hard_blame,24,20105,24,all
hard_blame_kasich,24,20106,24,all
blame_kasich_republican,24,20107,24,all
kasich_republican_want,24,20108,24,all
republican_want_revisit,24,20109,24,all
want_revisit_strickland,24,20110,24,all
revisit_strickland_order,24,20111,24,all
strickland_order_issu,24,20112,24,all
order_issu_without,24,20113,24,all
issu_without_clear,24,20114,24,all
without_clear_enforc,24,20115,24,all
clear_enforc_mechan,24,20116,24,all
enforc_mechan_under,24,20117,24,all
mechan_under_legisl,24,20118,24,all
under_legisl_kasich,24,20119,24,all
legisl_kasich_left,24,20120,24,all
kasich_left_order,24,20121,24,all
left_order_forc,24,20122,24,all
order_forc_studi,24,20123,24,all
forc_studi_altern,24,20124,24,all
three_apart_damag,24,20125,24,all
apart_damag_fire,24,20126,24,all
damag_fire_forc,24,20127,24,all
fire_forc_peopl,24,20128,24,all
forc_peopl_evacu,24,20129,24,all
peopl_evacu_firefight,24,20130,24,all
evacu_firefight_said,24,20131,24,all
firefight_said_fire,24,20132,24,all
said_fire_appar,24,20133,24,all
fire_appar_start,24,20134,24,all
appar_start_pack,24,20135,24,all
start_pack_box,24,20136,24,all
pack_box_near,24,20137,24,all
box_near_refriger,24,20138,24,all
near_refriger_caught,24,20139,24,all
refriger_caught_fire,24,20140,24,all
caught_fire_said,24,20141,24,all
also_thursday_american,24,20142,24,all
thursday_american_civil,24,20143,24,all
american_civil_liberti,24,20144,24,all
civil_liberti_union,24,20145,24,all
liberti_union_arizona,24,20146,24,all
union_arizona_mexican,24,20147,24,all
arizona_mexican_american,24,20148,24,all
mexican_american_legal,24,20149,24,all
american_legal_defens,24,20150,24,all
legal_defens_educ,24,20151,24,all
defens_educ_fund,24,20152,24,all
educ_fund_nation,24,20153,24,all
fund_nation_immigr,24,20154,24,all
nation_immigr_law,24,20155,24,all
immigr_law_center,24,20156,24,all
law_center_confirm,24,20157,24,all
center_confirm_plan,24,20158,24,all
confirm_plan_file,24,20159,24,all
plan_file_joint,24,20160,24,all
file_joint_lawsuit,24,20161,24,all
joint_lawsuit_dolor,24,20162,24,all
lawsuit_dolor_huerta,24,20163,24,all
dolor_huerta_sister,24,20164,24,all
huerta_sister_law,24,20165,24,all
